temperature,humidity,rainfall,soil_pH,disease_present
28.05838144,29.04160837,0.569815837,5.073726495,0
30.15499761,28.95548172,4.291169126,4.319777537,0
29.6564006,44.3354161,9.69702282,4.744123767,0
20.80391238,37.77425073,5.14685056,8.467073284,0
23.45393812,23.18031216,0.258864667,5.830451032,0
26.65631716,44.78037815,6.471850767,8.044092523,0
29.87772564,25.60391869,5.836306492,4.767562106,1
22.60412881,41.39821359,14.14073721,5.914123921,0
24.07170512,100,3.279665704,8.322333102,0
19.46832513,48.85577082,2.453011961,4.410095131,0
19.01896688,57.81684786,2.956322014,6.672929277,0
29.06262911,26.35323674,3.620318704,8.136273553,0
31.78120014,39.47526144,9.142050918,8.273575178,0
24.63994939,37.23664705,6.377606971,7.807033647,1
30.01766449,44.33749686,4.108212746,7.851704946,1
26.80818013,42.15668771,4.689068841,6.934823294,0
21.77440123,36.47453757,4.635026626,4.991903986,0
26.80697803,35.59097811,35.90182098,7.28805345,0
49.03527425,28.83549145,2.652645507,8.40273009,0
24.8208698,49.87861582,17.04086892,6.366700816,1
32.82321828,44.59204182,12.31723784,5.173138116,0
11.90127448,49.17768198,0.055855759,6.580619805,0
29.10951252,36.89603864,49.87341434,7.107746603,0
25.43523534,33.43164531,14.12389376,4.937261392,0
23.50496325,29.21684933,11.4711869,7.236352064,0
25.45880388,43.58917584,5.197397496,6.643447865,0
15.06215543,29.60206775,8.101374806,6.755574591,0
23.90164056,58.48663069,2.920528044,5.376945684,0
26.78556286,26.92357419,0.361282411,4.698700646,0
32.38947022,42.73660119,18.08020924,6.805524529,0
22.40864891,55.66854707,22.68033858,6.638048451,0
20.95753199,45.99089759,1.772989551,5.521054845,0
22.49121478,41.75673712,15.46726509,5.331521504,1
29.57701059,30.31516353,13.51516863,5.562600077,1
26.64375555,26.18230811,1.964711948,6.204475023,1
22.35119898,47.70050109,5.478852648,8.386688808,0
27.56633717,55.06147241,5.494935525,7.436040799,0
25.48538775,35.6115001,14.26967443,7.832828826,0
29.84322495,28.60938492,18.18067957,6.27542306,1
32.2346018,15.41830569,0.995718815,6.367556253,1
23.36168927,30.19235156,8.277516857,4.919460976,0
23.03945923,38.86343158,14.34428428,7.244706263,0
17.68242526,55.99123241,15.42670287,5.897128026,0
26.48060139,46.73133692,1.601611517,7.341010865,0
26.30527636,43.05085405,7.455045001,5.840749216,1
25.02556728,35.99880339,19.48825339,4.488327342,0
23.82706433,34.16834283,3.834862866,4.778741595,0
17.92314629,54.05647598,5.535885613,7.652065351,0
22.89677339,42.00738541,16.31471434,5.163774203,0
23.28642742,18.97399308,0.9356318,5.189594902,0
20.98861365,33.26460352,19.62500033,8.182156405,0
24.19357144,31.41783968,3.727414892,6.959360303,0
40.53038143,34.53735991,0.014513693,4.514383992,1
34.43092951,45.6291066,2.66780892,4.646133716,0
25.87288906,38.92555118,0.937620837,5.225653447,0
26.28775195,39.23134593,0.969348966,6.672980595,0
24.62777042,53.13473161,11.80372607,7.387714615,0
15.40614392,33.0353891,2.407683797,5.235233996,0
24.86743062,58.64199526,27.29412197,7.917889168,0
25.30115105,33.28692409,7.26589279,4.491310805,0
37.31621056,40.89198197,6.163681152,4.934196256,0
36.05729276,37.18796405,5.696622419,8.367092145,0
26.50773671,41.23419134,11.79565239,4.606351886,0
24.82644115,44.44591995,6.019596007,7.996500885,0
19.15660981,44.3383524,1.376545741,7.167707839,1
30.71411407,32.46882669,21.21699405,4.328891908,0
28.75966516,28.77085323,5.59307696,6.17668073,0
28.95515974,65.03171791,0.768859857,6.335407089,0
20.45306273,35.1601566,7.536745305,8.194628341,0
32.01397155,46.99212439,10.42270307,5.894970669,0
17.99074469,23.92358689,3.223873459,6.01043627,0
27.93428547,37.2038728,16.11141401,4.506176897,0
35.95227813,38.72800616,11.07983601,6.876276535,0
20.04731837,44.7281507,10.50797369,4.949036392,0
33.25276703,12.77545859,5.461505204,4.348899662,0
25.49825683,41.66140613,32.67942689,8.4861355,0
22.48262173,28.50258545,3.2046586,5.213333326,0
17.24668284,43.24345711,8.620523434,4.634739243,0
25.34281487,29.63670803,3.696952811,7.147706686,1
19.68848143,31.44517304,13.65726352,7.697569702,0
27.36796215,37.2637239,0.489712386,4.288348719,0
20.40287883,29.4767053,0.469803641,4.474269884,0
32.74967203,35.24465553,16.65272923,4.405782206,0
21.08373354,28.06624231,5.696350958,4.211316865,0
23.38969242,21.66829548,4.173050058,6.967554154,0
29.06758609,50.17957052,9.352871828,6.647409354,0
18.84567842,27.03951307,12.10324077,6.982629955,0
26.13729967,38.21319112,2.246463635,6.275502235,0
31.53571377,47.52891081,2.050964363,7.678784584,0
16.96258383,33.85055897,31.7368135,6.460007361,0
25.92316929,31.748341,8.907796894,8.134361207,0
26.29941397,42.26238089,4.944872864,6.185418396,0
28.90911436,51.17933823,16.16672492,7.557963975,0
18.81524645,28.30684735,7.44775181,5.833121592,0
18.39771693,100,2.766271511,5.958507526,0
27.60970783,22.67505405,2.315983244,7.820464204,0
26.48492337,36.06798996,5.0560472,4.484469259,1
26.25246425,40.34204685,19.65369278,6.542129897,0
26.73224105,31.45375358,0.634169275,7.268514105,0
21.59987639,35.43008166,2.465734,7.376892769,0
26.16126849,25.91773232,22.3634632,6.661720872,0
26.46536237,40.77078611,1.298064178,6.016290179,0
21.42824291,50.55694249,9.932412124,5.173520997,0
34.32887256,29.0285613,2.401770107,8.092418059,0
27.3691646,33.77328233,9.310664763,5.664045764,0
19.04348251,45.02546246,4.830550973,7.595464398,0
28.28276804,52.12090719,1.072254719,4.142495258,0
20.12659165,25.06810188,8.73411018,5.044761466,0
28.93542302,38.31215263,11.48988363,5.555131568,0
30.7929779,42.83130822,11.40286581,7.022083285,0
20.89658841,38.97943609,10.1344724,5.436988632,0
29.81688065,15.23207933,6.935968435,4.186137104,0
27.06390463,45.01090009,7.328710633,4.782403822,0
29.1103008,55.19336351,10.0961319,5.166244086,0
34.48396491,41.16661751,11.72019982,4.79221366,0
23.77305942,29.68893947,10.63853647,4.916760521,0
31.84697877,34.86872754,8.841758906,7.460306233,0
20.55242785,57.69913068,1.694120263,5.854151398,0
20.92094858,49.09962541,2.365030667,5.823306601,0
24.61449145,46.40026618,3.014078697,8.349728515,0
26.70575987,43.56412584,25.21508276,6.010158271,1
26.383454,33.38862888,14.24599076,8.174461596,0
29.13591625,37.99428819,8.048987859,5.345783942,0
25.06500946,39.22077264,2.904284116,5.80281817,0
32.26767039,45.49574316,1.175360298,5.783275102,0
23.67671583,55.08918894,22.90253698,6.457354745,1
38.60084583,51.18338137,22.31809958,6.629112809,1
28.12833674,25.80615644,1.1731569,5.116562631,0
20.71421222,42.23994969,15.95617191,7.571129127,0
19.64553751,47.36763345,5.917556557,6.234366796,1
27.41236208,46.1886033,3.915132882,4.031695991,0
23.88268607,33.70766237,13.43635474,6.66103285,0
28.57000247,100,9.527720075,7.591267487,0
27.36618812,27.22915438,15.14264595,5.12710032,1
24.63585544,29.16811553,0.772362485,4.170419542,0
20.76603141,42.33595081,3.835867249,7.63230395,0
26.13864581,61.16803055,3.846583534,8.393245222,0
22.76742524,31.63805149,4.001091155,4.344536266,0
29.28199397,37.34171634,6.981192662,8.221165633,0
26.07046872,50.77293673,3.326986897,5.616734854,0
18.77130611,39.82137845,5.876771691,8.236478239,1
25.86590463,36.65396145,4.585140371,6.919776958,0
26.9265869,45.65632902,13.2914324,8.006099406,0
30.87106923,42.7251799,9.250812447,7.536248613,0
25.76862553,50.30438786,10.60246072,4.125989843,1
25.29104359,52.91468889,2.364617132,4.29449126,0
19.28514851,43.0700306,3.937868136,6.365850723,0
26.7889368,42.91732725,0.213926473,4.583285589,0
27.80392263,42.14110982,1.147093101,6.074654076,0
30.41525622,44.89130557,3.079585675,8.295836344,0
30.26901026,40.55170638,0.677048313,5.326407794,0
18.11165316,39.99391518,9.22893483,6.200107212,0
20.3108748,51.96627121,62.81878841,5.729168335,1
27.57517634,55.1611618,1.062667195,6.834221339,1
27.56892975,24.92447055,17.21656405,4.872302188,0
27.57523843,40.10021152,1.264891019,5.169726806,0
44.26365745,33.11305567,11.08402109,7.864455331,0
27.85445255,36.89028534,10.3046106,7.651013007,0
30.6778282,44.0251621,23.30130352,7.5513536,0
29.77000882,46.69438372,1.209769462,7.469138242,0
28.25695626,38.87873556,3.789855069,6.067468721,0
23.42365378,20.86659665,0.951679263,7.280008476,0
28.7948461,30.34954419,5.232075069,5.74242168,0
21.13587393,48.9649967,24.2580609,4.453193111,0
23.81590697,12.59573578,15.21075225,5.770185887,1
22.57318226,51.87427152,12.8337719,4.713983699,0
25.4093707,45.21229991,7.6148492,5.758832563,1
36.57329283,53.16176082,21.4974163,5.338413469,0
15.66367404,38.01430813,5.968226031,6.696223002,0
28.43130095,19.38594576,1.621491944,5.62693187,0
16.93642064,44.30362642,18.17601865,7.175153485,0
22.64034067,52.74653124,3.280018709,6.304660065,0
30.44475298,49.24721806,0.551254076,8.137715253,1
25.3214001,33.37308517,1.347184176,4.409614459,0
19.61127611,40.86761075,9.391984112,7.094691349,0
21.42348145,34.67163731,9.341542485,7.025785949,0
28.39798874,31.80733536,3.013526519,8.277819463,0
21.34816684,49.55388571,12.98943584,5.671983402,0
26.08229295,28.02467689,14.85629313,5.374470864,1
25.2278592,31.06183569,25.32031291,4.775770499,0
21.74199826,28.95974367,8.793261645,5.193798319,0
35.71972045,100,15.1151009,6.258508477,0
28.16959511,100,13.98770586,7.769708329,0
14.87428707,51.61503048,2.981487218,5.279289716,0
25.93227157,38.15123244,3.713911668,4.709839525,0
21.69106768,24.94252199,6.510122482,5.22457812,0
29.26216667,48.3994454,0.192225425,4.454171388,0
21.03739631,56.85701754,3.529643697,8.170129373,0
24.42631779,33.53757676,6.422314168,7.926808684,0
27.52493639,35.21445733,1.143668347,5.388212726,0
29.32877597,45.1566063,1.349906142,5.111445172,0
18.99851796,56.21873748,6.221981303,8.074287913,0
23.32749382,34.80165854,13.12913914,4.007973781,0
22.62527344,26.67550219,17.94256169,6.702598876,0
21.73335384,46.31418606,7.903497243,8.122016924,0
33.8272712,47.99068073,6.438790117,6.2885087,0
27.02490855,40.0613145,4.849638875,4.013351318,0
18.69558023,34.4186674,2.143684063,4.984921432,1
29.58930974,49.94378731,1.584823847,8.150987173,0
53.41617148,45.28036005,15.69719495,4.076600909,0
30.1623263,32.31564483,6.255009288,5.776508947,0
17.40315017,40.49094731,15.62173891,7.553851268,0
22.57882964,100,12.17676391,7.771409472,0
31.33455575,46.85890456,2.155424063,6.149235697,0
21.46165267,37.37766431,7.139771544,5.046176883,0
27.21909714,35.64289168,5.87016896,6.69867123,0
28.87317027,39.67125515,5.514280349,5.187001142,0
20.36534764,40.40307699,7.821337051,5.148689161,0
24.70237322,48.94930062,40.21943964,7.634198935,0
13.19049495,45.91090531,16.7611524,4.694196259,1
19.87806179,38.43590721,23.40416061,4.024846653,0
35.60573886,47.6366815,0.300877128,5.515488477,0
18.76108409,44.00737254,1.512140904,6.209382797,0
33.16205652,35.73400364,0.885729522,7.172861764,0
17.84929311,38.75281842,3.054808756,7.515018659,0
22.79977757,38.51777111,5.832036684,6.98583645,0
38.48055433,45.05261343,10.2737104,6.819289961,0
32.20636645,36.32977385,6.948110967,6.99586925,1
17.82068924,36.09590814,23.3494213,5.221869329,0
30.81581876,59.68757309,28.11012909,5.720625953,0
25.05116531,49.39735482,1.785538051,6.773964254,0
20.09245674,32.39399336,19.16730488,4.295067972,0
27.31051737,45.70940994,6.572438948,5.328964075,0
25.99529848,41.18350066,6.039089822,5.828885251,0
21.99891561,43.91551175,15.36835191,6.400483073,1
25.34901042,41.37341325,0.977677571,6.189169483,1
23.07343202,51.89642645,21.41258457,7.231593452,0
25.56758673,43.45620345,11.11282279,6.130420039,0
28.31065337,100,20.81536596,8.068584927,0
32.93008408,50.42190577,51.98938694,5.71143254,0
18.81092251,42.33285041,7.298204022,6.364172678,0
35.66516687,41.21478579,0.979019532,4.014446753,0
15.239561,43.14022602,1.82150207,5.397150804,0
24.24107452,39.06390977,3.909976324,7.899578398,0
27.94158603,40.09226993,1.093160419,5.501093776,0
26.40495934,34.13305411,16.89248872,5.1393385,1
21.8865024,32.4883278,3.522104262,6.445916331,0
23.95938875,100,37.24970491,4.354285443,1
22.53499533,26.08016713,12.12648435,6.392223092,0
22.05317622,31.20282639,1.904711188,5.366496092,0
29.24801049,38.25732966,6.463449853,5.723963004,0
26.78507743,41.03117582,6.290166582,7.56114252,0
32.30317804,37.28703437,6.782815404,6.978838084,0
29.49799938,16.4429651,7.672053676,6.007477419,0
26.5364976,55.74586358,0.316693026,6.598823409,0
29.06431059,50.86480123,11.59321752,7.450864399,0
28.14814421,44.45759851,6.678533347,7.356026853,0
20.85502495,59.07490673,15.65255485,4.833947697,0
22.1990948,100,16.89290827,5.354136499,1
28.73646803,58.87625121,2.620599694,5.567066189,0
28.05185133,100,0.496346144,4.843940305,0
24.89549203,42.38737925,12.14810845,4.054726543,1
25.58663692,27.26162675,38.05988198,4.78285271,1
31.38832448,100,5.917789995,7.637099472,0
22.04214306,43.86166498,3.005819993,6.456642031,0
27.73548691,38.45309669,1.703991851,5.537461121,0
23.98903674,47.13877444,3.388990152,6.737550005,0
23.91159398,40.99014449,3.973772304,7.329253564,0
30.49388426,34.77585272,5.514301826,5.594925024,0
29.12708174,100,10.65391626,6.097336787,0
29.06754818,48.10913773,3.190531128,4.288959475,0
31.52739404,33.4625797,0.523219954,6.686907413,0
25.10501921,49.1540297,4.672531937,5.60383193,0
28.40976486,52.22711793,19.35373172,5.950856414,1
23.44866622,23.31286138,6.898556254,5.901702781,0
26.62083176,51.32926387,33.46247875,6.845841799,0
24.34928473,60.60422698,7.004166011,6.57609407,0
25.48497982,42.52003761,3.228241407,5.899477215,0
27.97578513,45.99084185,2.148207784,4.076297597,0
20.90889658,50.37005324,11.85885689,6.794331766,1
35.46193638,37.24517685,7.686928012,7.958098633,0
19.96991309,100,9.263383632,7.462982072,0
18.92905694,26.8580047,14.0701471,8.417270345,0
30.79055437,41.38635029,12.94274914,4.625839021,1
43.4374702,44.98111996,0.443315836,5.001340238,0
28.12059909,45.16163023,16.22380838,6.426703593,1
28.14172755,50.65424724,7.607909062,5.061467661,1
24.93876614,32.25197822,4.971011218,4.155474016,0
20.51372814,100,7.711507257,5.810297243,0
25.37902279,58.95507346,9.479141437,5.294401304,0
21.61419144,38.49671626,1.619382862,5.186923805,0
29.87559867,42.00033787,5.4028086,8.289277677,0
24.26471309,39.32989958,4.088501462,5.073043523,0
20.87251402,31.78319174,4.3141226,4.58244657,0
23.39307079,56.23529211,0.957787218,4.563936661,0
27.06465727,34.72298588,1.741670807,7.628458331,0
22.18137724,28.72714476,1.765368019,7.216816335,0
20.88889802,35.49259723,4.671672447,4.58268788,1
26.21843606,19.98293998,22.48964186,4.988889035,1
26.22483286,33.48712535,2.307062918,7.363043538,0
22.46528412,30.31871402,5.381839869,5.23577379,0
22.64480847,46.17428631,3.733988918,8.416939338,0
26.16024969,33.2658576,15.48264324,6.4325653,1
17.75957829,48.87803936,0.514263899,4.864035867,0
17.96268113,53.98483993,2.188321034,7.864638045,0
21.40777889,100,2.365347424,5.437639957,0
23.93276424,37.84611711,49.5654496,5.299633098,0
26.55453783,41.41114497,8.457740639,5.473485551,0
32.37678108,24.7501506,1.496123023,7.456887617,0
29.28829812,38.66220627,3.177278112,4.779458274,0
24.20030735,31.39561532,1.837090318,5.718036011,0
24.90491896,46.94326381,1.330795743,4.138747478,0
19.98735318,65.72752389,15.95446394,7.719819778,1
24.90743432,44.99821636,6.846883152,5.533234448,0
35.33506021,20.08859851,9.975282737,5.116778139,0
26.6135928,36.38769807,4.023468454,6.609519591,0
20.86384528,41.22490925,8.06752897,7.172463477,1
27.59673257,40.87357425,2.978253857,7.658032167,0
32.66369457,32.69186874,3.682217452,5.565032255,0
24.45619926,42.45291743,10.56236781,7.655353826,0
27.00855861,27.57499163,1.629309272,6.091964502,0
28.45071996,30.55091277,9.602997244,4.455140204,0
22.99389764,46.45797642,19.12130863,7.808383672,0
26.12046241,29.84336769,1.28314426,6.464356519,0
25.062962,45.38211605,22.77514801,6.711113074,0
25.48838049,26.30536225,0.82779269,8.218710714,0
21.13495108,57.64825884,4.291062102,6.516181682,0
25.12255087,100,9.429153298,4.025125888,0
27.48999146,37.76333428,8.196513452,7.917771285,0
48.38357706,43.30613261,1.013586145,5.281379861,0
29.79635413,34.34650047,16.04018463,6.257951144,1
35.76591229,41.43405961,36.17612115,4.921989712,0
21.16326219,45.75356725,1.999499754,5.336426058,1
29.36160318,49.60613233,22.55043039,7.089919816,0
25.91671003,47.91497436,8.137554482,5.93308008,0
35.94901467,100,27.47837906,6.822087838,0
20.95850857,38.53368226,1.93689073,7.706090611,0
20.80139079,63.49108558,15.70320056,5.5336991,1
22.00303677,49.49889068,0.616430642,6.557530172,0
14.38052138,100,21.47261788,7.49914552,0
22.37122489,40.99988164,11.21347042,7.218054367,0
21.20433669,36.64856861,4.624399603,6.429295462,0
25.75196893,38.64665766,2.112975228,5.725225798,1
26.70877988,27.70504842,16.95721001,5.833758916,1
34.3808542,35.88076766,9.244270456,5.949108454,0
29.75211919,58.11555773,4.469370841,5.56980488,0
22.11548172,45.79076301,5.866917492,7.145840357,1
20.50792664,15.08838592,17.51823566,4.564368635,0
27.45959586,52.16723492,4.13891299,8.353543543,0
18.39883396,50.89629523,0.939071105,7.505434759,0
34.15729383,36.40714696,24.2229442,5.341733735,0
30.8972006,47.17263544,4.899512502,4.191464062,0
22.65412174,31.40600789,4.283052359,7.200864276,0
16.43432735,35.29744284,2.28658253,7.304615702,0
47.65404281,54.98546361,22.77137363,8.336301747,0
24.42730077,37.2826996,2.452681728,5.141675009,0
31.18908156,21.30268338,10.1245166,4.372262906,0
17.02786171,39.36696777,21.26659041,8.11810641,1
22.00312489,39.21411607,0.355376631,5.163920656,0
25.0262185,100,17.64874366,7.246891513,0
25.23490297,40.14336422,5.286492275,4.27296837,0
22.74967264,35.78417689,10.72870203,7.422631622,0
28.11424966,50.45056145,4.658595291,4.571616537,0
19.66189785,41.20790233,11.8913758,7.130138566,0
24.28810257,32.49977318,2.934250848,6.395543715,0
25.60147816,51.54997561,0.221745915,8.299696587,0
27.57219417,41.93661765,29.52433632,4.166129394,0
28.55807439,40.02925967,0.165031957,5.314219356,0
19.37678954,41.77908391,17.37835589,4.312790128,0
17.32942915,29.29331629,1.852910734,7.956389359,0
31.38838411,34.72346224,4.979426807,6.672555191,1
39.99235509,40.03582602,17.28741722,6.407363256,1
21.25756732,38.05336305,2.305863684,4.591560515,0
32.75575988,52.72428383,20.07735808,6.200645158,1
25.57837317,42.17405853,6.886750736,5.794166448,0
30.89648592,48.54903923,4.559484086,5.420883407,0
25.33759241,100,10.86005332,7.4748503,0
35.30373962,50.56288484,4.176233033,4.275742179,0
33.77670421,43.97527757,4.266198383,6.910085773,0
23.75517926,40.13420485,13.22480068,7.70346864,0
29.85785475,39.86716911,3.708205581,8.082882773,1
28.22687975,30.45561374,2.241098285,7.356624676,0
31.84315779,45.0691572,16.4841852,5.271050555,0
20.1753827,39.59795265,16.3666027,6.702283572,0
42.64538595,34.9800804,6.883302082,4.636316249,0
30.29212243,51.06461771,7.479320712,4.526772807,0
16.20630257,27.49783974,11.90979668,6.87380864,0
19.08370744,35.77504105,7.118699463,7.829984446,0
14.80383911,50.27718749,5.396366352,4.302616566,0
23.65296583,43.15522941,52.77376818,4.477016795,1
28.58771128,39.52141072,1.597468081,6.545232883,0
32.51178526,42.51003543,8.982739611,4.981953375,0
25.3704739,41.79414171,21.70356026,6.753181552,0
33.14307773,24.83337454,11.62239357,4.965447214,0
18.09949271,36.50738115,21.27987448,4.524168884,0
16.4830878,56.16521655,4.099773535,6.45508742,1
24.72226151,33.40675865,3.174445828,7.879878121,0
26.92032724,36.81698986,19.05638746,7.083048875,0
24.83652626,100,5.010643804,7.684263119,0
14.6627895,39.12984777,12.36779518,5.198508285,0
24.5543998,34.16877169,1.598736999,7.986903931,0
18.4776525,44.86741502,14.09923853,5.696676286,0
28.34836274,41.97313412,7.96249468,7.836014505,0
26.83299123,47.73547615,3.12810688,6.120290156,0
20.30060107,29.49058834,6.822150822,5.205359413,0
22.43066541,36.59659517,11.93836437,5.17116474,0
19.70393239,37.74277368,0.11957617,6.55450548,0
24.68660451,44.5564691,10.14639937,4.355546216,1
29.7757116,32.06778803,7.799929966,8.185252876,0
20.07136977,49.15653804,2.488283083,5.221585731,0
27.52023258,100,13.98290322,5.51031168,0
22.34871191,30.11127652,3.61631471,5.049856992,0
21.03563584,35.09127105,3.241537261,4.013535823,0
24.4648482,34.68068492,6.371796904,7.116476066,0
19.82378839,66.32386205,11.2747384,6.657488055,0
22.23175347,35.70099895,26.42908398,7.643400431,0
19.01061054,56.77625442,1.524023261,4.184548481,0
34.82362566,27.33368005,5.049564159,8.178950401,1
25.17631776,30.10349034,0.693389233,5.48899123,0
21.50137246,33.13395468,14.21095962,8.108814381,0
26.06989955,31.54310689,5.937234542,4.482091669,0
24.43835975,37.32101266,12.2734084,7.347642617,0
23.895152,32.91221797,3.888947932,6.607112041,0
28.0708335,31.80658407,18.59934941,5.611860469,1
28.78753855,51.58471996,7.653482175,4.356140782,0
22.34749426,52.23793623,28.75424815,6.721314294,0
22.1209088,100,0.820940025,4.118979474,0
23.62474151,45.23998956,7.221164152,6.255769446,1
13.49039418,40.92743066,14.54381554,6.718938591,1
17.42404469,35.02969309,9.166724249,7.296356863,0
31.83437134,30.46842495,0.234673575,8.461005854,0
33.22483857,43.62995703,35.87720172,5.170421711,0
23.7548198,28.26369607,3.541975767,5.450754196,0
27.88278482,30.06079071,2.867196908,5.535154061,0
26.55625077,51.52913256,6.648705118,7.292122203,0
40.39440404,59.00649042,7.812313674,8.193186707,0
30.59787456,43.93295138,14.5366628,8.384456873,0
24.36041204,51.06457152,4.996774259,8.25615115,0
20.2222978,37.54151683,5.797477414,7.957223535,0
16.9677684,26.62325814,7.656316748,8.459398182,0
26.01731818,46.12171619,5.015142755,5.691755771,0
31.82736941,45.69289323,24.5980139,8.26744594,0
26.83309718,40.71668554,19.05501456,7.424589831,0
21.76713558,37.57624542,6.069212196,4.758069368,0
29.38838997,49.62210579,0.001948813,4.204593345,0
33.43570818,30.14266967,23.11973986,4.96517781,0
29.40819878,32.26219421,1.327734781,7.504380059,0
24.96013679,29.91893493,2.803919305,6.842635966,0
48.59958104,40.84972963,1.653007769,5.009603158,0
25.38684154,29.12106988,1.982260494,7.338646545,0
20.69357899,33.15757819,16.23930108,4.635950077,0
32.61562039,100,8.66314228,7.698286272,0
27.69455022,37.39391668,31.25730786,7.573724392,0
19.81376923,25.12625554,2.632542264,8.376591868,0
24.04830661,40.87204992,6.648219702,4.676258041,0
20.62190873,52.47303651,37.9106143,8.079758475,0
18.08600135,41.35491372,17.51252166,5.534961987,0
29.63088774,55.41321145,13.04219305,5.872269392,0
34.5470832,53.33998186,2.094566475,6.108002783,0
18.00716213,47.77735047,14.67094093,6.821068239,0
27.81484618,40.74685843,4.270439495,8.476435166,0
21.74678715,40.22500388,7.561655714,6.699814614,0
22.56437308,47.63799772,9.394601136,8.170221393,0
22.03803038,36.0832939,9.399783604,5.147626909,0
20.68004615,21.17479249,12.96539481,5.792852478,0
25.24260814,44.92004054,10.83828389,6.270247882,0
20.84524942,28.6893137,0.708204827,5.453058954,0
26.35228413,30.37858772,6.112852535,8.395901963,0
24.74880945,40.00223948,10.90708427,7.265575993,0
23.80525977,39.04875122,3.509669544,6.154966085,0
20.46218169,25.87924394,3.755035043,7.380871155,0
22.11614335,41.65491564,1.330372836,6.103491246,0
28.77695613,49.66139661,5.423420669,4.077513973,0
27.50458594,28.7165843,43.29846741,6.444370335,1
20.11222378,100,3.359194952,6.813333484,0
25.49666153,24.39829175,7.580844856,8.415433384,0
28.75693562,100,13.59602783,4.183567817,0
16.65297359,35.8873957,0.135891871,6.304436309,1
27.71680096,41.45616997,23.06990378,4.441696405,0
21.68688121,21.07966428,4.886568189,4.670481557,0
27.85299334,39.37863934,20.33443743,6.747085025,0
31.77555633,42.28482178,0.397264062,5.042054705,0
15.9755895,39.13837896,1.574301954,7.371283501,0
25.29343172,34.36918923,3.893892024,6.313894117,0
25.24042473,30.53435481,4.23825289,4.981957983,0
26.29861251,51.3052662,18.82521878,6.222062549,0
20.47841687,40.30807135,0.112643203,4.003967771,0
28.19296229,55.40752377,10.24744294,7.882330196,0
16.69239969,34.73517645,1.407717537,4.057052697,0
24.66960101,35.65205307,17.32824655,4.031544516,0
18.944919,48.15594245,15.07663516,6.751767744,0
21.74081946,23.77025038,6.929892479,8.380844166,0
25.23699336,27.8653664,2.391296832,7.85170068,0
20.69793317,100,10.0647639,5.134085107,0
23.07722228,28.28066071,1.699088948,4.88500065,0
30.03146405,21.80948985,2.107504053,6.817504813,0
22.11554065,58.68527188,9.853458434,7.701869862,0
29.17846056,26.06182352,47.36241303,5.629354019,1
